,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
"('Tamoxifen citrate', 'Melphalan')",-271.1892829,-284.1134139,-241.269426,-227.422608,-201.7358257,-229.6949012,-174.5143046,-264.3540581,-298.8186591,-301.875631,-248.045407,-275.0908004,-259.9270165,-202.6654737,-279.2331625,-233.7833421,-276.6991297,-267.4418173,-254.9365497,-276.9517785,-347.7390173,-292.3859778,-268.8681198,-248.2409467,-223.6791366,-278.4737085,-319.5220469,-216.9006114,-173.7572632,-299.8305318,-315.0109542,-312.7757818,-238.8852113,-238.2957382,-299.0495587,-240.9535386,-329.1805596,-268.208134,-268.9569631,-302.6832809,-232.1478586,-258.4509434,-220.0931719,-297.6200553,-229.8735053,-301.1507746,-271.6080472,-264.7922142,-244.1720101,-279.3763412,-265.2711217,-309.229182,-160.4362146,-275.2684052,-257.7360405,-282.1271406,-269.3949648,-314.7270158,-281.2862539,-300.277188
"('Quinacrine hydrochloride', 'Teniposide')",-166.6935098,-185.9242688,-158.0765711,-122.6482417,-170.2060257,-192.0060255,-68.64996785,-91.95006551,-134.4183479,-203.4145642,-179.1293857,-139.1597059,-137.0928787,-105.8495448,-167.1974495,-168.5007621,-234.2780317,-134.8675961,-198.5614118,-111.4399824,-294.7874758,-181.0239795,-265.8637324,-77.90785988,-189.7476059,-253.7498442,-247.8161152,-177.3427906,19.18718323,-208.1196608,-167.5257748,-256.9235396,-120.9568553,-174.0616051,-236.5088818,-281.8742417,-211.830458,-163.4549433,-176.004334,-214.3689735,-20.38778327,-230.7285012,-168.556969,-209.2653132,-156.894748,-141.8172854,-196.4266304,-251.2692758,-210.1332293,-142.1156305,-153.8926484,-182.4043998,-4.673217533,-138.3826297,-235.6471907,-244.3105823,-142.5310373,-287.6912876,-213.6639422,-238.8533001
"('Quinacrine hydrochloride', 'Crizotinib')",-220.0374246,-216.8288311,-177.2561859,-209.336192,-242.2476221,-176.3505682,-59.40429654,-128.3887866,-238.5657405,-220.8220899,-128.6741038,-153.5839726,-233.0313866,-114.6354507,-223.0950651,-232.0281566,-153.1871334,-199.1817298,-269.3537376,-70.33475072,-126.2937347,-273.9736752,-188.8467874,-244.62375,-173.8344926,-234.2214564,-168.823231,-228.6357994,-83.58120027,-207.5313685,-239.6697218,-246.4153633,-216.5427507,-302.3381953,-278.0249809,-295.9712986,-275.6625024,-198.8854398,-218.6585313,-236.3553273,-90.9157232,-227.2695026,-230.5831057,-223.2261808,-251.5163687,-207.6539131,-219.8825931,-240.1941482,-229.556912,-204.1234195,-213.9896794,-248.5019834,-33.41754905,-159.6292281,-306.5432421,-190.0017523,-289.1504521,-210.1672851,-270.171576,-259.9525414
"('Quinacrine hydrochloride', 'Axitinib')",-195.7920161,-247.7489907,-201.694507,-213.528338,-244.4041704,-212.162028,-99.10976256,-158.4842589,-227.608368,-221.917296,-146.9581299,-168.5209792,-208.4594778,78.38278495,-220.1648812,-250.4857227,-222.1252239,-183.1541406,-272.2809382,-12.17913669,-241.2224227,-273.6259624,-283.8420688,-202.7850364,-199.5601348,-238.0691587,-253.0634989,-225.1562257,-120.5709851,-185.4910581,-269.3300667,-224.6699869,-243.568436,-244.2285366,-253.9820666,-261.269169,-199.8529269,-247.8567569,-232.3897485,-221.5602027,-159.2596782,-223.2204997,-298.4714414,-230.280116,-174.7406846,-251.6221263,-230.6590059,-292.9177263,-250.8088512,-220.6107095,-238.3887626,-253.2853704,-124.0462725,-197.296835,-251.8451765,-265.8951477,-257.0478014,-227.5528055,-219.5819733,-254.1306454
"('Tamoxifen citrate', 'Teniposide')",-134.7271235,-197.2384606,-189.1892067,-141.129355,-123.4061825,-157.9068683,-132.2929228,-141.2440178,-151.2381458,-205.588945,-157.5890232,-197.4054209,-206.6925576,-117.0812847,-192.368807,-151.5975159,-191.1028709,-191.5391879,-224.6039296,-201.0215926,-271.5960062,-160.965728,-183.7525812,-192.3968393,-179.713156,-211.4547021,-294.9740436,-188.1813147,-64.8171544,-233.1572525,-168.7617542,-262.5215723,-160.5389929,-205.2725611,-270.4752213,-188.2393191,-279.0044757,-208.6897448,-216.0663567,-234.9559986,-124.8162279,-252.0777796,-216.6551183,-195.4810316,-202.3871845,-176.5527234,-255.0232569,-182.6879144,-215.8388289,-269.3696543,-159.9000669,-190.2456765,143.8005706,-184.949436,-199.9112699,-233.052712,-103.360564,-258.8162867,-201.4983461,-252.8218677
"('Tamoxifen citrate', 'Vinorelbine tartrate')",-166.2700565,-173.4231739,-170.2223828,-223.7552533,38.94411961,-168.1304695,-112.0154414,-92.38790158,-213.7568905,-111.687983,21.0607772,-117.9722765,-214.423439,-73.73325967,-163.2215845,-191.8033059,-87.19274236,-47.8680041,-151.3832501,5.602791447,-192.0089016,-185.2334353,-93.04954149,-53.75155959,-68.49233176,-115.3979142,0.7775819,-61.21896413,134.5892002,-131.5381903,-128.335924,-193.9299542,-156.282882,11.52745463,-259.6845392,33.7656739,-190.9195728,-144.3344609,-177.6215922,-124.3310514,80.89462299,-123.8379657,-66.79075056,-202.4839628,-132.9298446,-72.97056009,-114.8303608,-55.20901368,-143.4758875,-204.2531741,-149.0706561,-151.9667248,215.5284332,-103.4423931,-177.2428873,-215.3907929,-157.1953494,-151.0612574,-79.63864224,-284.5498149
"('Tamoxifen citrate', 'Crizotinib')",-277.6875852,-226.8702511,-246.4518585,-262.6769258,-285.4407878,-226.7783305,-80.54160458,-176.0113868,-274.6125364,-282.3688396,-250.9320674,-248.2865101,-249.3051283,-54.70507199,-289.5253986,-258.6927953,-211.9929987,-252.5412555,-270.1119044,-154.256338,-117.7914408,-290.0562574,-263.4024395,-233.9901002,-197.8556474,-263.0126436,-202.8645214,-282.8659519,-138.7387694,-250.3577705,-246.7456546,-280.1690544,-222.7522313,-296.821102,-279.5062815,-270.0860796,-306.1993891,-358.3509947,-163.5457557,-272.1699203,-179.7862891,-212.6443064,-230.3957162,-234.4308739,-282.329708,-204.6699827,-190.37155,-319.7037917,-231.5864207,-256.4296066,-244.6644043,-258.7668264,-23.50539264,-225.1155219,-239.6922249,-262.3571109,-280.1243951,-232.98281,-272.1567567,-251.0660638
"('Quinacrine hydrochloride', 'Everolimus')",-221.7939733,-243.6476027,-204.329208,-195.2521,-301.6575747,-233.276388,-237.074974,-180.830592,-268.6519333,-266.9082667,-181.767224,-134.626208,-218.9013913,-236.528868,-236.8134207,-253.3025813,-289.5451807,-211.0651947,-259.924728,-255.05075,-213.6473913,-194.6988807,-308.2582827,-209.858,-281.6792373,-222.1940733,-259.27953,-251.570224,-170.36504,-246.5051253,-216.645856,-269.44851,-240.5623753,-248.4161867,-185.8847327,-217.2760693,-256.728956,-193.8709533,-239.2766867,-302.872524,-217.6049713,-233.6005507,-239.476912,-284.9651253,-194.192752,-124.6790667,-330.8791773,-325.2036853,-203.2992027,-257.2429827,-265.463656,-252.2719367,-114.677072,-235.902536,-220.3815733,-279.9374267,-213.04621,-226.755072,-246.9368,-157.8714547
"('Quinacrine hydrochloride', 'Romidepsin')",-99.58173333,-62.469192,-138.308272,-93.82201867,-192.8453333,-90.28724667,-165.954352,-160.489148,-170.600588,-243.915298,-200.6386667,-97.380976,-272.2484307,-161.4418827,-62.033318,-136.796676,-129.5971333,-158.8246,-147.6741653,-161.181598,-148.9914267,-132.867968,-193.329572,26.195012,-154.52847,-86.22923867,-143.1091767,-56.361784,-114.254752,-101.09027,-49.19254667,-133.6597067,-108.63064,-132.5527693,-278.4037667,-177.7690853,-135.649184,-122.450402,-92.79396,-176.3649547,-161.59408,-94.04048,-147.872806,-110.7990573,-69.35855,19.66965333,-134.13526,-14.52988,-135.9419147,-137.367228,-203.987872,-124.8662653,-130.61624,-96.77178667,-75.06828667,-177.8783627,-74.12193,-93.296652,-148.912008,-143.405376
"('Quinacrine hydrochloride', 'Vandetanib')",-176.5922884,-206.1821318,-206.3664544,-136.8945356,-212.3222086,-180.8520259,-234.0895687,-143.7913923,-197.674483,-180.1887312,-180.5479065,-191.8684224,-204.3192256,-307.6276199,-217.9893122,-216.4233297,-194.7172715,-164.5016127,-130.9024029,-113.0993452,-247.374404,-261.5514245,-173.6775362,-217.2010123,-197.8744333,-217.1333298,-222.1351008,-184.7080236,-184.7982007,-189.5224418,-203.1570251,-164.0274169,-228.9249801,-222.3662649,-261.9845286,-247.5119618,-217.974176,-175.2978118,-207.1014213,-193.3249763,-119.3900881,-166.4392061,-256.2263242,-239.2421521,-203.9357066,-260.5340671,-136.6193883,-227.7772223,-208.4217704,-206.6827623,-237.6831518,-228.7483823,-178.9302389,-195.8783998,-214.085232,-177.7672106,-280.2176244,-114.9797109,-196.4161627,-229.2175876
"('Tamoxifen citrate', 'Vandetanib')",-279.1820657,-250.5537604,-257.129519,-202.1684533,-279.4196351,-249.904981,-277.4612406,-182.1729176,-204.7723577,-281.6606182,-289.9464388,-270.7832083,-228.1060832,-52.08494423,-250.7320473,-236.2996966,-208.0976112,-267.7763509,-103.8714749,-131.6005762,-267.1981037,-322.7826094,-244.2577269,-245.5328528,-236.5623366,-261.4198652,-227.9574412,-257.2324772,-210.076378,-268.5340883,-292.6128612,-136.775923,-270.5569759,-226.8310895,-275.5648778,-216.2349688,-279.8428237,-171.8849735,-316.4523206,-288.637043,-172.2457144,-209.2096254,-305.6356372,-285.8683341,-285.92281,-246.9249893,-260.198433,-273.2701476,-226.7590041,-245.1415317,-249.4386233,-242.1962476,-280.9751894,-285.5851099,-207.792383,-223.4137818,-290.2046863,-232.4256973,-248.7901179,-245.0905192
"('Quinacrine hydrochloride', 'Daunorubicin hydrochloride')",-213.025767,-240.0398282,-197.0987976,-185.5077044,-190.9322367,-228.3791626,20.07984744,-135.2667271,-171.0074727,-284.321846,-225.3193313,-136.7145759,-191.1471913,-153.6511538,-236.6096906,-205.6987359,-154.3680101,-143.9581166,-215.1778793,-81.26838172,-304.826025,-232.25433,-282.5843736,-164.7374082,-221.234323,-222.6190389,-246.1165264,-161.7879852,5.623278693,-172.0775427,-182.8053964,-210.8315181,-178.6117649,-102.9651389,-228.3261122,-231.9324259,-244.4594073,-194.9621275,-182.9218175,-199.8409447,17.32206587,-218.1025709,-228.3954725,-197.6996034,-147.4699127,-203.2844195,-189.7545584,-187.6153027,-220.6454771,-163.6135802,-195.1833656,-276.0580542,-48.57865387,-179.320819,-248.3896487,-189.973893,-207.2872368,-304.0193126,-273.2563996,-232.9183688
"('Tamoxifen citrate', 'Daunorubicin hydrochloride')",-141.0208603,-205.6335601,-210.2525754,-125.7584278,-135.8120707,-160.9466033,26.72999045,-203.4227666,-139.8084234,-216.860888,-163.3502626,-230.3875097,-201.1502881,4.819950733,-209.04443,-150.0743711,-219.3446576,-182.1464904,-198.741584,-127.5725962,-263.7995171,-208.4745376,-175.1789444,-140.2273911,-174.8045907,-189.2091737,-232.3033309,-161.8345561,81.65206187,-192.3422993,-156.336585,-288.2895949,-196.4212788,-200.8109231,-302.6479243,-176.893528,-248.1015985,-218.8478255,-190.9821819,-285.2384578,-34.47906203,-192.7958534,-180.6109104,-171.4317482,-190.3414631,-169.9152666,-219.5475754,-216.3917378,-163.9084822,-195.3020021,-206.2086713,-181.1987867,-9.565647573,-209.7435312,-170.0079408,-207.0959259,-184.3975588,-207.3309436,-180.3262287,-259.8777846
"('Quinacrine hydrochloride', 'Vismodegib')",-158.8078845,-210.5923126,-186.3276768,-199.4083639,-196.0469685,-227.401929,-175.3007213,-161.9121827,-169.4448875,-223.1159906,-52.73456189,-144.4774686,-194.3993544,-201.0734702,-209.5308192,-215.6721013,-209.5257203,-191.8350661,-249.6700118,-200.4972597,-170.6202053,-255.3373662,-103.4724866,-135.0344452,-193.8228108,-194.3030364,-184.3888914,-112.1361909,-164.523247,-199.435691,-245.652425,-186.9565221,-195.1231332,-246.7495257,-229.2337511,-223.3001833,-230.735794,-171.8399024,-216.8244618,-217.2111807,-63.71676793,-153.3355445,-199.2842497,-231.5315576,-179.9059758,-189.6709143,-128.5233808,-209.818547,-215.3836314,-223.6477853,-220.1591638,-244.7353886,-125.8928536,-153.650774,-229.7709504,-197.2472322,-256.9423492,-102.7856345,-216.00108,-195.4423201
"('Quinacrine hydrochloride', 'Megestrol acetate')",-231.0557784,-221.1443571,-196.9581556,-202.7161054,-215.5505631,-265.8207621,-219.9900765,-205.5856587,-251.5855923,-253.6494517,-218.162434,-203.1686064,-216.662567,-335.4384356,-239.8083406,-230.7161094,-253.0183717,-196.4729111,-264.4680102,-174.4499551,-272.1421084,-252.3653595,-250.1681746,-231.7052301,-272.8707653,-258.241296,-264.7182902,-232.2744862,-164.4806602,-133.0907127,-208.5601972,-236.9852625,-228.2485724,-210.3368104,-199.1823983,-256.5406059,-239.0025923,-218.4752985,-172.0530657,-232.8497458,-151.6811277,-231.5587536,-224.2533815,-259.6697939,-194.1941573,-238.1773075,-206.6924544,-284.3097906,-226.6126404,-214.5732178,-238.3137659,-266.5523022,-155.4839918,-202.2735272,-255.7140914,-222.5417157,-257.1928779,-271.2244427,-233.9372841,-247.6096445
"('Quinacrine hydrochloride', 'Lenalidomide')",-181.8900844,-229.9064743,-226.453415,-227.2895218,-192.8499187,-258.7167126,-170.3827318,-209.0578454,-236.8960453,-308.0987106,-207.5523107,-183.0635783,-180.2269097,4.4152488,-260.2050397,-204.7508805,-234.2708116,-167.5996942,-223.2822743,-163.4360098,-319.327966,-230.1461368,-268.5993154,-163.6247316,-220.5344795,-225.0457562,-226.889561,-196.8534838,-207.9518472,-227.4443151,-254.9380809,-190.4491169,-227.3816915,-263.0943178,-225.4270239,-295.1658156,-236.8320138,-198.0194135,-267.7690918,-240.7022523,-146.3334031,-206.125593,-236.9128444,-248.1540133,-196.003046,-252.2571646,-245.735376,-309.5901713,-277.9899995,-175.7275572,-189.2663859,-245.569693,-154.8466548,-170.2682381,-282.5661438,-203.8112112,-238.2096843,-256.3935223,-313.9435912,-286.855164
"('Tamoxifen citrate', 'Megestrol acetate')",-321.1291581,-240.5352273,-251.1523023,-305.2950752,-261.7062496,-341.6341038,-292.0327186,-314.8936805,-322.5511541,-300.538927,-261.6480368,-327.5373946,-273.950597,-288.9000341,-292.6193895,-310.1322886,-306.0915453,-290.7101748,-323.6724687,-272.665485,-366.1357822,-323.2120743,-306.043471,-264.4510674,-314.0206188,-372.8647071,-296.2047954,-291.8720003,-143.3266248,-309.3392422,-331.4029222,-348.5991288,-296.9768299,-296.6118269,-297.8235635,-283.7309754,-296.3679422,-289.3668307,-316.3394009,-339.650845,-217.0316282,-316.5823891,-251.2565132,-335.8955037,-281.4402361,-311.4542277,-311.4360348,-288.4109175,-297.6383272,-326.215765,-342.8753933,-353.6102649,-287.804216,-334.5847845,-268.4431776,-281.1071734,-307.1144323,-318.7848585,-303.7921806,-297.8320205
"('Tamoxifen citrate', 'Lenalidomide')",-296.9767374,-298.2138334,-279.3303853,-288.0502124,-259.1682779,-332.9127709,-296.8334173,-361.6634062,-253.0692467,-266.01817,-262.8123548,-314.05504,-285.9614542,-317.7028947,-255.6393065,-325.243546,-312.658235,-246.1895538,-293.1774852,-264.8529744,-379.0973216,-266.5373878,-308.6037447,-293.9823291,-290.063191,-245.454392,-294.8848456,-270.8995804,-392.3510719,-284.4193287,-276.1731624,-265.9130428,-293.7067661,-294.7802742,-261.9040736,-320.0935908,-287.4068755,-258.8363986,-289.7954934,-260.2781771,-236.5352872,-258.4590841,-294.1518534,-293.1424774,-305.6581003,-272.3915585,-270.0769857,-295.7473349,-276.8094669,-259.3261045,-284.3568689,-273.9270612,-286.3852571,-251.0296411,-257.5196811,-269.1701561,-262.8156381,-260.7592366,-300.618527,-351.832634
"('Quinacrine hydrochloride', 'Fulvestrant')",-243.4464133,-285.3792187,-286.926784,-260.74864,-363.2811267,-250.076096,-247.981208,-191.967936,-250.60465,-284.50295,-174.5909093,-237.4326,-322.7881573,-285.549664,-269.5073813,-273.727512,-342.9990473,-221.138968,-264.242602,-317.165188,-264.8014933,-243.5998533,-305.4126773,-294.77024,-289.275128,-273.4523467,-290.309198,-246.775456,-226.56504,-287.7617387,-211.140864,-259.8961647,-247.9899653,-307.7498133,-277.2683067,-234.713696,-255.8349773,-242.9297133,-253.6317267,-248.029656,-261.674178,-236.4162053,-301.759784,-281.647552,-260.682288,-258.7076,-377.4535127,-342.181956,-273.6937207,-277.89522,-251.7206027,-302.6808833,-244.593112,-238.246732,-269.7730667,-271.3464427,-290.3363453,-306.481584,-320.29315,-231.6909773
"('Quinacrine hydrochloride', 'Uracil mustard')",-222.8000655,-212.1990817,-228.8120728,-176.1656001,-270.5134796,-220.2417902,-157.9869598,-128.4412385,-265.0589588,-283.3734778,-230.729304,-150.9572919,-201.4224173,-215.3542898,-219.5857372,-228.7831819,-238.5321044,-172.1823581,-189.6842003,-164.6479864,-295.9845259,-233.4967091,-334.4145138,-220.465258,-234.231986,-284.1255686,-307.0421341,-231.726212,-67.69207373,-214.1183677,-145.0493793,-301.7529386,-163.5180463,-117.748718,-227.6426315,-277.0484194,-248.2699194,-150.070705,-235.4923757,-219.1435777,-76.72617333,-286.4513979,-172.271847,-224.849611,-142.619862,-278.4243866,-256.1471232,-251.8915805,-287.0016721,-186.7883679,-238.5741814,-271.2293863,-108.941373,-149.0065758,-318.7077796,-281.5880877,-226.3959195,-328.8362873,-271.379828,-227.7184937
"('Quinacrine hydrochloride', 'Dacarbazine')",-242.2415966,-291.6784586,-282.422552,-206.7429015,-249.3471449,-253.4914833,-188.126888,-174.5127415,-295.6652166,-293.3065266,-260.6549447,-218.5954074,-217.952244,-279.018993,-267.002354,-215.9196481,-247.2487816,-186.4057915,-253.4356552,-183.3217123,-297.0949321,-240.0760401,-307.4364022,-354.6807432,-278.808065,-285.0958345,-300.0944277,-240.3343755,-189.1177037,-280.8742269,-255.560886,-313.657278,-225.6580738,-291.8036332,-291.0746455,-299.9820178,-249.4785875,-201.1619157,-220.355776,-270.1512155,-90.4681074,-272.9911503,-226.6372435,-282.657234,-240.317222,-269.0798452,-255.538616,-254.1746356,-269.9758516,-283.5571537,-281.4759403,-275.4056052,-247.0673397,-221.0647998,-270.2371343,-242.6722503,-291.7664143,-321.305816,-265.4817331,-249.3516724
"('Quinacrine hydrochloride', 'Lomustine')",-219.6287734,-216.4436177,-209.7323861,-199.5018844,-205.9541991,-249.7221367,-121.1207201,-168.0659617,-204.6477089,-267.7102918,-207.0385107,-157.6236344,-145.0458417,-151.2007934,-210.300645,-167.8379591,-238.6983397,-162.8205915,-198.9723393,-93.56529178,-316.7053187,-183.7714261,-280.6162022,-167.6985769,-240.051754,-236.1291933,-239.2387824,-241.9483402,-121.4055695,-150.4143981,-164.4144099,-232.7492264,-203.662993,-75.53703657,-211.6192594,-257.8817704,-233.9434347,-202.081901,-202.9246463,-218.1643134,-65.00834813,-229.5955787,-158.6017866,-200.6627526,-133.6593333,-195.4079732,-199.4298448,-178.0575037,-230.1891336,-194.030658,-190.6541214,-220.083055,-89.65430483,-139.1912004,-269.0463002,-236.5947882,-208.9059483,-301.4975554,-234.5361849,-234.8591049
"('Tamoxifen citrate', 'Uracil mustard')",-214.0023515,-243.1560138,-193.0650397,-195.5837128,-236.1447446,-217.6094978,-82.32888123,-199.9974098,-251.2033676,-250.460395,-264.4521728,-225.0938702,-221.5724878,-100.2505276,-211.5427175,-193.9710912,-264.5966866,-227.7961718,-223.3986181,-176.6676948,-305.1742126,-255.8717491,-233.7049627,-232.9329227,-244.3360444,-238.2323413,-312.4898056,-201.0184402,14.216882,-219.0642573,-221.3305165,-323.6073121,-223.239527,-216.6436875,-244.3415629,-221.5955773,-300.406881,-279.0619597,-227.2658911,-272.476717,-217.2176635,-264.9796115,-237.8100615,-220.6800596,-224.3579124,-291.6163786,-275.7258836,-194.6539793,-254.9933684,-247.4718553,-244.2703347,-242.8122912,-103.2640586,-241.317905,-260.1227378,-272.6259613,-220.3099133,-285.7003412,-220.6477752,-266.4686222
"('Tamoxifen citrate', 'Lomustine')",-195.1221917,-235.394238,-242.4184954,-265.6667149,-194.1958948,-242.4339799,-172.8206076,-263.4353932,-309.0812835,-299.988196,-286.1936378,-290.0858942,-247.9019317,-124.8007218,-276.7106865,-217.0200372,-196.16282,-256.1263836,-250.2810426,-162.2982111,-268.777046,-252.3984697,-276.5651562,-219.0890383,-264.811475,-219.3095225,-290.2318266,-250.3002492,-104.9913256,-250.8497035,-263.3806949,-327.3744437,-288.6021399,-248.572786,-261.5802659,-271.7497624,-265.1194652,-309.5066387,-293.3075014,-309.1468411,-195.1874698,-227.2306603,-235.950397,-249.8258165,-185.0614399,-260.5876039,-272.3273295,-267.9885471,-287.1453929,-284.6199246,-263.1333809,-247.0599676,-120.8483185,-280.7378436,-274.5793836,-266.6141785,-244.161926,-254.0829094,-221.2503101,-285.1582759
"('Quinacrine hydrochloride', 'Mitoxantrone')",-116.5276885,-144.3584119,-117.6061464,29.4546612,30.38662173,-92.46096048,125.3625144,27.76231631,-58.58132901,-108.3055226,-89.658072,-44.97050936,-96.72251033,-60.6808118,-49.99780523,-72.89765263,-121.7644444,-33.67302368,-113.1565937,154.0107823,-194.6128212,-88.69402704,-153.379569,8.707470987,-158.562737,-128.6517304,-116.1433115,24.51085116,-37.23435068,-69.19448907,-53.36429547,-74.6276019,-83.81195737,-25.68762783,-218.07472,-116.7031478,-128.8922186,-140.6530904,-76.61217265,-107.7586572,-25.24809753,-133.8623033,-93.9375716,-133.1731518,-18.97621667,-27.54075762,-81.0310384,-68.1495369,-75.56779653,-66.1317395,-33.07885951,-103.2630478,-43.7692789,-75.39711972,-92.59989784,-122.0042588,-31.86208653,-188.3260587,-107.149149,-158.6332312
